# started on Thu Feb  5 18:18:42 2026

104614016,,cycles,27831853,100.00,,
4,,context-switches,27831853,100.00,,
339173,,cache-misses,27831853,100.00,,
1254802,,L1-dcache-load-misses,27831853,100.00,,
